,id,name,description,genre,category,venue,address,date,time,url,artist,price
98,101,Cuba Live,"Highly professional Cuban music, original and traditional, authentic. Sleep, bolero, cha-cha-cha, rumba performed by Cuba Live - a project of brothers Danilo and Yoel Moreira.

The different characters of the brothers laid the foundation for two directi",latino,Music,???? ??????? ???????,,13 ??????? ? 20:00,,https://www.afisha.ru/concert/2157786,,
99,102,Concord orchestra. ????????????? ???-??? ???????? ????,"The world's first dancing symphony orchestra CONCORD ORCHESTRA presents a new Symphonic rock show 'The Birth of the World'. You will be presented with the powerful sound of instruments in the hands of professional musicians: the richness of violins, the h",rock,Music,???,,?????? - ???????,,https://www.afisha.ru/concert/2123100,,
100,103,Cuba Live,"AddressBryusov per., 8/10, building 2",latino,Music,???? ????????????,,7 ????? ? 20:30,,https://www.afisha.ru/concert/2121434,,
101,104,«??????? ?????????? ???»: «???»,"Yuri Shevchuk's team 'DDT' set the standard for poetic and melancholy Russian rock, releasing a lot of 'folk', familiar to everyone hits - 'Don't shoot!', 'What is autumn?', 'That's all ...' and others. For a long time it seemed that the piercing guitar l",rock,Music,????????-?????,,17 ???? ? 20:00,,https://www.afisha.ru/concert/2070357,,
102,105,«??????? ???-???? ? ????????????? ?????????»,"Masterpieces of world rock from the repertoire of Queen, Deep Purple, Scorpions, Europe, Nirvana and other cult musicians will be performed by the Olympic Orchestra.

The program includes songs such as We Are The Champions, Show Must Go On, Smoke On The",rock,Music,?????????? ??? «?????????»,,28 ?????? ? 17 ?????,,https://www.afisha.ru/concert/2107688,,
103,106,???????? ???????,"Vladimir Kuzmin is a legend of Russian rock and pop music, a multi-instrumentalist, vocalist, poet and composer, on whose compositions a whole generation grew up. Every Russian music lover knows his songs by heart. His whole life is a stage, creativity an",rock,Music,??????-????-????,,?????? - ????,,https://www.afisha.ru/concert/2150163,,
104,107,«? ????? ???? – ??? ???????!»: ??????? ??????,"On March 7, 2023, the long-awaited concert of Nikolai Noskov will take place at the Moscow International House of Music due to numerous requests from the audience.
 
Honored Artist of Russia, five-time winner of the Golden Gramophone music award, laurea",rock,Music,??? ??????,,7 ????? ? 19:00,,https://www.afisha.ru/concert/2097876,,
105,108,«#??????????????30»: ????? ????????,"Anniversary concert, 30 years of rock and roll!",rock,Music,????????-?????,,8 ???? ? 19:00,,https://www.afisha.ru/concert/2127394,,
106,109,?????????? ??????????,Concerts of Konstantin Nikolsky in acoustic format at the Academy Jazz Club invariably attract a full house among sincere fans of the talent of the legendary rock musician. The author and performer of songs that have long become classics of Russian rock -,rock,Music,??????-????-????,,??????? - ???,,https://www.afisha.ru/concert/2150170,,
107,110,«?????????? ???????»: ???? ????????? & The No Smoking Orchestra,"The triumphant end of the concert activity of the legendary director Emir Kusturica!
 
March 13, 2023 at 19:00 on the stage of the Moscow International House of Music Emir Kusturica and The No Smoking Orchestra will perform in Moscow for the last time. ",rock,Music,??? ??????,,13 ????? ? 19:00,,https://www.afisha.ru/concert/2115238,,
108,111,???????? ???????,"The legend of Russian rock and roll, People's Artist of Russia VLADIMIR KUZMIN and the group 'Dynamik', February 28, 2023 in the club '16 Tons' on Presnya, will perform their imperishable hits and new compositions!
 
Vladimir Kuzmin is a legendary music",rock,Music,16 ????,,28 ??????? ? 20:00,,https://www.afisha.ru/concert/2125547,,
109,112,?????? ????????: ????,"CHAIF's traditional concert 'Winter Acoustics' returns to its fans after a long pause due to the pandemic and the anniversary tour.

This year, acoustics was given the name 'Following'. During the concert CHAIF will tell his story of roads and waiting ro",rock,Music,Crocus City Hall,,25 ??????? ? 19:00,,https://www.afisha.ru/concert/2157025,,
110,113,XX ??? ??????: ???????,"It was a long journey of twenty years, which led the group through all the thorns that fall to the lot of musicians - doubts and losses, creative differences and line-up changes. One thing remained unchanged - fidelity to style and the desire to conquer p",rock,Music,Crocus City Hall,,24 ????? ? 20:00,,https://www.afisha.ru/concert/2157772,,
111,114,???????? ??????? ? «???????»,"Even at school, the concerts of Kuzmin and his teenage rock band were particularly successful. At these concerts, covers of hits by the Beatles, Led Zeppelin, Rolling Stones and other English-speaking bands were performed. Having entered the music school,",rock,Music,???? ????????????,,??????? - ??????,,https://www.afisha.ru/concert/2149836,,
112,115,Wildways,"The Bryansk metalcore band Wildways is the standard of professionalism in everything. Well-produced clips, tracks mixed according to world standards, glossy photosets - this is about them. Whether the sincerity and youthful aggression inherent in the genr",rock,Music,Atmosphere,,27 ??? ? 19:00,,https://www.afisha.ru/concert/2155150,,
113,116,?????????? ??????????,"Konstantin Nikolsky is one of the key Russian performers of father-rock. This is how you can freely translate the American concept of dad rock, which has been used for more than a year to designate rock music that has abandoned rebellion in favor of prett",rock,Music,???? ????????????,,???????  ????  ??????,,https://www.afisha.ru/concert/2149838,,
114,117,???? ??????,"Nike Borzov became one of the main hitmakers of 2000 - after the release of the Superman album, his relaxed and witty songs 'Horse' and 'Three Words' got into massive rotation. All-Russian fame turned out to be a bright episode in the artist's career, but",rock,Music,Lustra Bar,,5 ????? ? 20:00,,https://www.afisha.ru/concert/2159047,,
115,118,????? ?????,"The rock music of the early 2000s definitely had its own charisma - nervous, cold, desperate. One of its collective examples was, for example, the soundtrack to the film by Alexei Balabanov 'Brother-2'. It was then that Semantic Hallucinations, Bi-2, Sans",rock,Music,1930 Moscow,,9 ?????? ? 20:00,,https://www.afisha.ru/concert/2160063,,
116,119,???? ? ????????????? ?????????,"Rave music is increasingly infecting other styles - the well-deserved alternative team 'Slot' has already released the disc '200 kW' with the active use of energetic beats and powerful electronic hum. However, the core of their work is still simple melodi",rock,Music,Crocus City Hall,,12 ??? ? 20:00,,https://www.afisha.ru/concert/2160899,,
117,120,????,"At the end of the 2000s, Mara got into the rotation of Nashe Radio as a strong and independent woman with a guitar - about this was her breakthrough hit 'Cold Men'. For the next decade, the singer was in search of her identity, in order to eventually come",rock,Music,16 ????,,4 ??????? ? 21:00,,https://www.afisha.ru/concert/2161493,,
118,121,?????? ????,"The main storytellers of the country 'Brothers Grim' again on the stage of Mumiy Troll Music Bar - February 4! The group is almost a quarter of a century old! However, this circumstance does not prevent the team from releasing their famous radiant fairy t",rock,Music,????? ?????? Music Bar,,11 ??????? ? 20:00,,https://www.afisha.ru/concert/2161636,,
119,122,??? & Co,"For almost 30 years now, every concert of Chizh & Co has been held in one breath. Amazing songs that have stood the test of time are still sung along by the whole audience. On March 7 and 8, Chizh and So will perform in the very center of the capital on t",rock,Music,???????? Hall,,7 ? 8 ?????,,https://www.afisha.ru/concert/2161677,,
120,123,?????????? ??????????,"Konstantin Nikolsky will sing for you: “About the unfortunate and happy, about good and evil” at his solo concert. Nikolsky is not only a singer and guitarist, but also the author of many songs that are included in the golden fund of Russian rock culture,",rock,Music,Glastonberry,,7 ????? ? 20:00,,https://www.afisha.ru/concert/2159187,,
121,124,???????? ? ????????????? ?????????: ??????????. ??????,Famous rock musician Alexei Gorshenev and his eponymous project 'Gorshenev' will present a unique show in the spring of 2023 - for the first time the hits of the cult group 'Kukryniksy' will be performed accompanied by a symphony orchestra. The concert wi,rock,Music,Crocus City Hall,,19 ??? ? 20:00,,https://www.afisha.ru/concert/2161573,,
122,125,????????? «????-2: ????? Soundtrack»,"In 2020, 20 years have passed since the release of the cult film 'Brother 2', and in 2022 it will be 25 years since the release of the film 'Brother'. During this time, people, the country, interests have changed, but the film is still popular, and its mu",rock,Music,Music Media Dome,,4 ????? ? 18:00,,https://www.afisha.ru/concert/2101467,,
123,126,Concord orchestra. ????????????? ???-??? ???????? ????,"The world's first dancing symphony orchestra CONCORD ORCHESTRA presents a new Symphonic rock show 'The Birth of the World'. You will be presented with the powerful sound of instruments in the hands of professional musicians: the richness of violins, the h",rock,Music,???,,?????? - ???????,,https://www.afisha.ru/concert/2123100,,
124,127,??????? ???-???? ?? ???????????: Atomic Cellos,"queen. Metallica. Muse. Led Zeppelin. B2. And even - Kish!
What's this? Is it rock paradise?
No - better: on stage - Atomic Cellos. A cello ensemble that wins hearts. Step aside, Two cellos, we've got someone tougher.
Get ready for a fantastic show and",rock,Music,Stand Up,,?????? - ???,,https://www.afisha.ru/concert/2154009,,
125,128,«??????? ?????????? ???»: «???»,"Yuri Shevchuk's team 'DDT' set the standard for poetic and melancholy Russian rock, releasing a lot of 'folk', familiar to everyone hits - 'Don't shoot!', 'What is autumn?', 'That's all ...' and others. For a long time it seemed that the piercing guitar l",rock,Music,????????-?????,,17 ???? ? 20:00,,https://www.afisha.ru/concert/2070357,,
126,129,«??????? ???-???? ? ????????????? ?????????»,"Masterpieces of world rock from the repertoire of Queen, Deep Purple, Scorpions, Europe, Nirvana and other cult musicians will be performed by the Olympic Orchestra.

The program includes songs such as We Are The Champions, Show Must Go On, Smoke On The",rock,Music,?????????? ??? «?????????»,,28 ?????? ? 17 ?????,,https://www.afisha.ru/concert/2107688,,
127,130,???????? ???????,"Vladimir Kuzmin is a legend of Russian rock and pop music, a multi-instrumentalist, vocalist, poet and composer, on whose compositions a whole generation grew up. Every Russian music lover knows his songs by heart. His whole life is a stage, creativity an",rock,Music,??????-????-????,,?????? - ????,,https://www.afisha.ru/concert/2150163,,
128,131,«? ????? ???? – ??? ???????!»: ??????? ??????,"On March 7, 2023, the long-awaited concert of Nikolai Noskov will take place at the Moscow International House of Music due to numerous requests from the audience.
 
Honored Artist of Russia, five-time winner of the Golden Gramophone music award, laurea",rock,Music,??? ??????,,7 ????? ? 19:00,,https://www.afisha.ru/concert/2097876,,
129,132,«#??????????????30»: ????? ????????,"Anniversary concert, 30 years of rock and roll!",rock,Music,????????-?????,,8 ???? ? 19:00,,https://www.afisha.ru/concert/2127394,,
130,133,?????????? ??????????,Concerts of Konstantin Nikolsky in acoustic format at the Academy Jazz Club invariably attract a full house among sincere fans of the talent of the legendary rock musician. The author and performer of songs that have long become classics of Russian rock -,rock,Music,??????-????-????,,??????? - ???,,https://www.afisha.ru/concert/2150170,,
131,134,«?????????? ???????»: ???? ????????? & The No Smoking Orchestra,"The triumphant end of the concert activity of the legendary director Emir Kusturica!
 
March 13, 2023 at 19:00 on the stage of the Moscow International House of Music Emir Kusturica and The No Smoking Orchestra will perform in Moscow for the last time. ",rock,Music,??? ??????,,13 ????? ? 19:00,,https://www.afisha.ru/concert/2115238,,
132,135,???????? ???????,"The legend of Russian rock and roll, People's Artist of Russia VLADIMIR KUZMIN and the group 'Dynamik', February 28, 2023 in the club '16 Tons' on Presnya, will perform their imperishable hits and new compositions!
 
Vladimir Kuzmin is a legendary music",rock,Music,16 ????,,28 ??????? ? 20:00,,https://www.afisha.ru/concert/2125547,,
133,136,?????? ????????: ????,"CHAIF's traditional concert 'Winter Acoustics' returns to its fans after a long pause due to the pandemic and the anniversary tour.

This year, acoustics was given the name 'Following'. During the concert CHAIF will tell his story of roads and waiting ro",rock,Music,Crocus City Hall,,25 ??????? ? 19:00,,https://www.afisha.ru/concert/2157025,,
134,137,XX ??? ??????: ???????,"It was a long journey of twenty years, which led the group through all the thorns that fall to the lot of musicians - doubts and losses, creative differences and line-up changes. One thing remained unchanged - fidelity to style and the desire to conquer p",rock,Music,Crocus City Hall,,24 ????? ? 20:00,,https://www.afisha.ru/concert/2157772,,
135,138,???????? ??????? ? «???????»,"Even at school, the concerts of Kuzmin and his teenage rock band were particularly successful. At these concerts, covers of hits by the Beatles, Led Zeppelin, Rolling Stones and other English-speaking bands were performed. Having entered the music school,",rock,Music,???? ????????????,,??????? - ??????,,https://www.afisha.ru/concert/2149836,,
136,139,Wildways,"The Bryansk metalcore band Wildways is the standard of professionalism in everything. Well-produced clips, tracks mixed according to world standards, glossy photosets - this is about them. Whether the sincerity and youthful aggression inherent in the genr",rock,Music,Atmosphere,,27 ??? ? 19:00,,https://www.afisha.ru/concert/2155150,,
137,140,???? ??????,"Nike Borzov became one of the main hitmakers of 2000 - after the release of the album 'Superman', his relaxed and witty songs 'Horse' and 'Three Words' got into massive rotation. All-Russian fame turned out to be a bright episode in the artist's career, b",rock,Music,Lustra Bar,,5 ????? ? 20:00,,https://www.afisha.ru/concert/2159047,,
138,141,????? ?????,"The rock music of the early 2000s definitely had its own charisma - nervous, cold, desperate. One of its collective examples was, for example, the soundtrack to the film by Alexei Balabanov 'Brother-2'. It was then that Semantic Hallucinations, Bi-2, Sans",rock,Music,1930 Moscow,,9 ?????? ? 20:00,,https://www.afisha.ru/concert/2160063,,
139,142,???? ? ????????????? ?????????,"Rave music is more and more actively infecting other styles - the well-deserved alternative team 'Slot' has already released the disc '200 kW' with the active use of energetic beats and powerful electronic hum. However, the core of their work is still sim",rock,Music,Crocus City Hall,,12 ??? ? 20:00,,https://www.afisha.ru/concert/2160899,,
140,143,????,"At the end of the 2000s, Mara got into the rotation of Nashe Radio as a strong and independent woman with a guitar - about this was her breakthrough hit 'Cold Men'. For the next decade, the singer was in search of her identity, in order to eventually come",rock,Music,16 ????,,4 ??????? ? 21:00,,https://www.afisha.ru/concert/2161493,,
141,144,?????? ????,"The main storytellers of the country 'Brothers Grim' again on the stage of Mumiy Troll Music Bar - February 4! The group is almost a quarter of a century old! However, this circumstance does not prevent the team from releasing their famous radiant fairy t",rock,Music,????? ?????? Music Bar,,11 ??????? ? 20:00,,https://www.afisha.ru/concert/2161636,,
142,145,??? & Co,"For almost 30 years now, every concert of Chizh & Co has been held in one breath. Amazing songs that have stood the test of time are still sung along by the whole audience. On March 7 and 8, Chizh and So will perform in the very center of the capital on t",rock,Music,???????? Hall,,7 ? 8 ?????,,https://www.afisha.ru/concert/2161677,,
143,146,???????? ? ????????????? ?????????: ??????????. ??????,Famous rock musician Alexei Gorshenev and his eponymous project 'Gorshenev' will present a unique show in the spring of 2023 - for the first time the hits of the cult group 'Kukryniksy' will be performed accompanied by a symphony orchestra. The concert wi,rock,Music,Crocus City Hall,,19 ??? ? 20:00,,https://www.afisha.ru/concert/2161573,,
144,147,????????? «????-2: ????? Soundtrack»,"In 2020, 20 years have passed since the release of the cult film 'Brother 2', and in 2022 it will be 25 years since the release of the film 'Brother'. During this time, people, the country, interests have changed, but the film is still popular, and its mu",rock,Music,Music Media Dome,,4 ????? ? 18:00,,https://www.afisha.ru/concert/2101467,,
145,148,Concord orchestra. ????????????? ???-??? ???????? ????,"The world's first dancing symphony orchestra CONCORD ORCHESTRA presents a new Symphonic rock show 'The Birth of the World'. You will be presented with the powerful sound of instruments in the hands of professional musicians: the richness of violins, the h",rock,Music,???,,?????? - ???????,,https://www.afisha.ru/concert/2123100,,
146,149,??????? ???-???? ?? ???????????: Atomic Cellos,"queen. Metallica. Muse. Led Zeppelin. B2. And even - Kish!
What's this? Is it rock paradise?
No - better: on stage - Atomic Cellos. A cello ensemble that wins hearts. Step aside, Two cellos, we've got someone tougher.
Get ready for a fantastic show and",rock,Music,Stand Up,,?????? - ???,,https://www.afisha.ru/concert/2154009,,
147,150,«??????? ?????????? ???»: «???»,"Yuri Shevchuk's team 'DDT' set the standard for poetic and melancholy Russian rock, releasing a lot of 'folk', familiar to everyone hits - 'Don't shoot!', 'What is autumn?', 'That's all ...' and others. For a long time it seemed that the piercing guitar l",rock,Music,????????-?????,,17 ???? ? 20:00,,https://www.afisha.ru/concert/2070357,,
148,151,«??????? ???-???? ? ????????????? ?????????»,"Masterpieces of world rock from the repertoire of Queen, Deep Purple, Scorpions, Europe, Nirvana and other cult musicians will be performed by the Olympic Orchestra.

The program includes songs such as We Are The Champions, Show Must Go On, Smoke On The",rock,Music,?????????? ??? «?????????»,,28 ?????? ? 17 ?????,,https://www.afisha.ru/concert/2107688,,
149,152,???????? ???????,"Vladimir Kuzmin is a legend of Russian rock and pop music, a multi-instrumentalist, vocalist, poet and composer, on whose compositions a whole generation grew up. Every Russian music lover knows his songs by heart. His whole life is a stage, creativity an",rock,Music,??????-????-????,,?????? - ????,,https://www.afisha.ru/concert/2150163,,
150,153,«? ????? ???? – ??? ???????!»: ??????? ??????,"On March 7, 2023, the long-awaited concert of Nikolai Noskov will take place at the Moscow International House of Music due to numerous requests from the audience.
 
Honored Artist of Russia, five-time winner of the Golden Gramophone music award, laurea",rock,Music,??? ??????,,7 ????? ? 19:00,,https://www.afisha.ru/concert/2097876,,
151,154,«#??????????????30»: ????? ????????,"Anniversary concert, 30 years of rock and roll!",rock,Music,????????-?????,,8 ???? ? 19:00,,https://www.afisha.ru/concert/2127394,,
152,155,?????????? ??????????,Concerts of Konstantin Nikolsky in an acoustic format at the Academy Jazz Club invariably attract a full house among sincere fans of the talent of the legendary rock musician. The author and performer of songs that have long become classics of Russian roc,rock,Music,??????-????-????,,??????? - ???,,https://www.afisha.ru/concert/2150170,,
153,156,«?????????? ???????»: ???? ????????? & The No Smoking Orchestra,"The triumphant end of the concert activity of the legendary director Emir Kusturica!
 
March 13, 2023 at 19:00 on the stage of the Moscow International House of Music Emir Kusturica and The No Smoking Orchestra will perform in Moscow for the last time. ",rock,Music,??? ??????,,13 ????? ? 19:00,,https://www.afisha.ru/concert/2115238,,
154,157,???????? ???????,"The legend of Russian rock and roll, People's Artist of Russia VLADIMIR KUZMIN and the group 'Dynamik', February 28, 2023 in the club '16 Tons' on Presnya, will perform their imperishable hits and new compositions!
 
Vladimir Kuzmin is a legendary music",rock,Music,16 ????,,28 ??????? ? 20:00,,https://www.afisha.ru/concert/2125547,,
155,158,?????? ????????: ????,"CHAIF's traditional concert 'Winter Acoustics' returns to its fans after a long pause due to the pandemic and the anniversary tour.

This year, acoustics was given the name 'Following'. During the concert CHAIF will tell his story of roads and waiting ro",rock,Music,Crocus City Hall,,25 ??????? ? 19:00,,https://www.afisha.ru/concert/2157025,,
156,159,XX ??? ??????: ???????,"It was a long journey of twenty years, which led the group through all the thorns that fall to the lot of musicians - doubts and losses, creative differences and line-up changes. One thing remained unchanged - fidelity to style and the desire to conquer p",rock,Music,Crocus City Hall,,24 ????? ? 20:00,,https://www.afisha.ru/concert/2157772,,
157,160,???????? ??????? ? «???????»,"Even at school, the concerts of Kuzmin and his teenage rock band were particularly successful. At these concerts, covers of hits by the Beatles, Led Zeppelin, Rolling Stones and other English-speaking bands were performed. Having entered the music school,",rock,Music,???? ????????????,,??????? - ??????,,https://www.afisha.ru/concert/2149836,,
158,161,Wildways,"The Bryansk metalcore band Wildways is the standard of professionalism in everything. Well-produced clips, tracks mixed according to world standards, glossy photosets - this is about them. Whether the sincerity and youthful aggression inherent in the genr",rock,Music,Atmosphere,,27 ??? ? 19:00,,https://www.afisha.ru/concert/2155150,,
159,162,?????????? ??????????,"Konstantin Nikolsky is one of the key Russian performers of father-rock. This is how you can freely translate the American concept of dad rock, which has been used for more than a year to designate rock music that has abandoned rebellion in favor of prett",rock,Music,???? ????????????,,???????  ????  ??????,,https://www.afisha.ru/concert/2149838,,
160,163,???? ??????,"Nike Borzov became one of the main hitmakers of 2000 - after the release of the album 'Superman', his relaxed and witty songs 'Horse' and 'Three Words' got into massive rotation. All-Russian fame turned out to be a bright episode in the artist's career, b",rock,Music,Lustra Bar,,5 ????? ? 20:00,,https://www.afisha.ru/concert/2159047,,
161,164,????? ?????,"The rock music of the early 2000s definitely had its own charisma - nervous, cold, desperate. One of its collective examples was, for example, the soundtrack to the film by Alexei Balabanov 'Brother-2'. It was then that Semantic Hallucinations, Bi-2, Sans",rock,Music,1930 Moscow,,9 ?????? ? 20:00,,https://www.afisha.ru/concert/2160063,,
162,165,???? ? ????????????? ?????????,"Rave music is increasingly infecting other styles - the well-deserved alternative team 'Slot' has already released the disc '200 kW' with the active use of energetic beats and powerful electronic hum. However, the core of their work is still simple melodi",rock,Music,Crocus City Hall,,12 ??? ? 20:00,,https://www.afisha.ru/concert/2160899,,
163,166,????????. ??????? ????,"Vivaldi. The Seasons The world-famous works by Vivaldi, Tchaikovsky, Mozart, Brahms and other great composers will be performed by the Olympic Orchestra in the darkness of the concert hall, where live and colorful pictures on the water will be projected a",classical_music,Music,??? ????,,?????? - ??????,,https://www.afisha.ru/concert/2150577,,
164,167,??? ????????. HighTime Orchestra. ??????? ? ?????????,"Full immersion in the fabulous atmosphere of the worlds of the famous Japanese director-animator Hayao Miyazaki!
 
'Howl's Moving Castle', 'Nausicaä from the Valley of the Wind', 'Spirited Away', 'My Neighbor Totoro' - you will hear magical music from t",classical_music,Music,???????? ?14 «???????????»,,11 ??????? ? 12 ?????,,https://www.afisha.ru/concert/2149764,,
165,168,????,"At the end of the 2000s, Mara got into the rotation of Nashe Radio as a strong and independent woman with a guitar - about this was her breakthrough hit 'Cold Men'. For the next decade, the singer was in search of her identity, in order to eventually come",rock,Music,16 ????,,4 ??????? ? 21:00,,https://www.afisha.ru/concert/2161493,,
166,169,?????? ????,"The main storytellers of the country 'Brothers Grim' again on the stage of Mumiy Troll Music Bar - February 4! The group is almost a quarter of a century old! However, this circumstance does not prevent the team from releasing their famous radiant fairy t",rock,Music,????? ?????? Music Bar,,11 ??????? ? 20:00,,https://www.afisha.ru/concert/2161636,,
167,170,??? & Co,"For almost 30 years now, every concert of Chizh & Co has been held in one breath. Amazing songs that have stood the test of time are still sung along by the whole audience. On March 7 and 8, Chizh and So will perform in the very center of the capital on t",rock,Music,???????? Hall,,7 ? 8 ?????,,https://www.afisha.ru/concert/2161677,,
168,171,?????????? ??????????,"Konstantin Nikolsky will sing for you: “About the unfortunate and happy, about good and evil” at his solo concert. Nikolsky is not only a singer and guitarist, but also the author of many songs that are included in the golden fund of Russian rock culture,",rock,Music,Glastonberry,,7 ????? ? 20:00,,https://www.afisha.ru/concert/2159187,,
169,172,???????? ? ????????????? ?????????: ??????????. ??????,Famous rock musician Alexei Gorshenev and his eponymous project 'Gorshenev' will present a unique show in the spring of 2023 - for the first time the hits of the cult group 'Kukryniksy' will be performed accompanied by a symphony orchestra. The concert wi,rock,Music,Crocus City Hall,,19 ??? ? 20:00,,https://www.afisha.ru/concert/2161573,,
170,173,????????? «????-2: ????? Soundtrack»,"In 2020, 20 years have passed since the release of the cult film 'Brother 2', and in 2022 it will be 25 years since the release of the film 'Brother'. During this time, people, the country, interests have changed, but the film is still popular, and its mu",rock,Music,Music Media Dome,,4 ????? ? 18:00,,https://www.afisha.ru/concert/2101467,,
171,174,Concord orchestra. ????????????? ???-??? ???????? ????,"The world's first dancing symphony orchestra CONCORD ORCHESTRA presents a new Symphonic rock show 'The Birth of the World'. You will be presented with the powerful sound of instruments in the hands of professional musicians: the richness of violins, the h",rock,Music,???,,?????? - ???????,,https://www.afisha.ru/concert/2123100,,
172,175,«??????? ????? ?????????»,"Ennio Morricone is a recognized classic of world cinema, he has worked with many outstanding directors - from Sergio Leone and Pier Paolo Pasolini to Quentin Tarantino. His most famous work is, of course, the main theme of the Once Upon a Time in America ",classical_music,Music,??? ??????,,2 ??????? ? 19:00,,https://www.afisha.ru/concert/2034624,,
173,176,??????? ???-???? ?? ???????????: Atomic Cellos,"queen. Metallica. Muse. Led Zeppelin. B2. And even - Kish!
What's this? Is it rock paradise?
No - better: on stage - Atomic Cellos. A cello ensemble that wins hearts. Step aside, Two cellos, we've got someone tougher.
Get ready for a fantastic show and",rock,Music,Stand Up,,?????? - ???,,https://www.afisha.ru/concert/2154009,,
174,177,????????? ????? ????????????? ??????. ??????? ???? ??????? ????????,"The most recognizable and beloved work, The Four Seasons, was written by the brilliant Antonio Vivaldi. The cycle of four concertos is intended for solo violin and orchestra, which convey the mood of each season by means of musical expressiveness.
There ",classical_music,Music,???????????? ??????? ??????? ??????,,2 ????? ? 20:00,,https://www.afisha.ru/concert/2150335,,
175,178,«??????? ?????????? ???»: «???»,"Yuri Shevchuk's team 'DDT' set the standard for poetic and melancholy Russian rock, releasing a lot of 'folk', familiar to everyone hits - 'Don't shoot!', 'What is autumn?', 'That's all ...' and others. For a long time it seemed that the piercing guitar l",rock,Music,????????-?????,,17 ???? ? 20:00,,https://www.afisha.ru/concert/2070357,,
176,179,"????????????? ????? ??? ?????? ? ?????, ??????? ? ??????????","The beloved cycle of romantic evenings by candlelight in a Gothic cathedral with harp, organ and saxophone continues to amaze with musical masterpieces and an indescribable atmosphere.",classical_music,Music,???????????? ??????? ??????? ??????,,??????  ???????  ????,,https://www.afisha.ru/concert/2150416,,
177,180,«??????? ???-???? ? ????????????? ?????????»,"Masterpieces of world rock from the repertoire of Queen, Deep Purple, Scorpions, Europe, Nirvana and other cult musicians will be performed by the Olympic Orchestra.

The program includes songs such as We Are The Champions, Show Must Go On, Smoke On The",rock,Music,?????????? ??? «?????????»,,28 ?????? ? 17 ?????,,https://www.afisha.ru/concert/2107688,,
178,181,??????? ???????? ??????? ???? ?.????????,"On a wonderful autumn day, we invite Muscovites and guests of the city to the concert hall of the State Museum of A.S. Pushkin - one of the recognized cultural centers of Moscow, located in the heart of the Russian capital. At an exquisite concert of clas",classical_music,Music,????? ???????,,?????? - ????,,https://www.afisha.ru/concert/2150219,,
179,182,???????? ???????,"Vladimir Kuzmin is a legend of Russian rock and pop music, a multi-instrumentalist, vocalist, poet and composer, on whose compositions a whole generation grew up. Every Russian music lover knows his songs by heart. His whole life is a stage, creativity an",rock,Music,??????-????-????,,?????? - ????,,https://www.afisha.ru/concert/2150163,,
180,183,"«??????????»: ???? ? ???????? ????????, ?????? ??????? ?????????","A successful Russian conductor, violinist and teacher, artistic director and chief conductor of the National Philharmonic Orchestra of Russia and the Moscow Virtuosi State Chamber Orchestra. As a violinist, he has performed as a soloist in many orchestras",classical_music,Music,??? ??????,,19 ??????? ? 19:00,,https://www.afisha.ru/concert/2118871,,
181,184,«? ????? ???? – ??? ???????!»: ??????? ??????,"On March 7, 2023, the long-awaited concert of Nikolai Noskov will take place at the Moscow International House of Music due to numerous requests from the audience.
 
Honored Artist of Russia, five-time winner of the Golden Gramophone music award, laurea",rock,Music,??? ??????,,7 ????? ? 19:00,,https://www.afisha.ru/concert/2097876,,
182,185,"?????????? ?? ??????: «????? ??????», «????????????», «?????? ?????????? ????»","The idea of ??this program was suggested to Timur Khaliullin by the listeners themselves. She
has already sounded with success in different cities of Russia, and now it pleases and
metropolitan public. On the historic organ of the cathedral, one of the ",classical_music,Music,?????????????-??????????? ????? ?????? ????? ? ?????,,2 ????? ? 20:00,,https://www.afisha.ru/concert/2150391,,
183,186,«#??????????????30»: ????? ????????,"Anniversary concert, 30 years of rock and roll!",rock,Music,????????-?????,,8 ???? ? 19:00,,https://www.afisha.ru/concert/2127394,,
184,187,???????????? ????? 3 | ???? ?????????,"For the first time the new program will be presented by the chamber orchestra Imperial Orchestra Virtuozo from St. Petersburg.
An incredible combination of instruments, a bright program, which includes both world classic masterpieces and soundtracks, wil",classical_music,Music,????????,,??????? - ??????,,https://www.afisha.ru/concert/2154661,,
185,188,?????????? ??????????,Concerts of Konstantin Nikolsky in acoustic format at the Academy Jazz Club invariably attract a full house among sincere fans of the talent of the legendary rock musician. The author and performer of songs that have long become classics of Russian rock -,rock,Music,??????-????-????,,??????? - ???,,https://www.afisha.ru/concert/2150170,,
186,189,??????????? ??????????? ? ??????? ???????????,"Artem Vargaftik, a well-known narrator of musical stories, able to shed light on the mysteries of the lives of the greatest composers of the past, explain the inexplicable and teach to recognize the reflection of simple truths in music, presents a new pro",classical_music,Music,??? ??????,,25 ????? ? 13:00,,https://www.afisha.ru/concert/2149879,,
187,190,??????? ????????. ????????? ?????: ???? ???????,"Concert performance
In 1983, the Greek television began showing the series
'The sad melody of the dawn' ('?? ?????? ??? ?????'), dedicated to the history
the life of a rebetiko performer. They say that the streets these evenings
deserted, because rebe",classical_music,Music,????? ?????? ? ?????? ?/? ????? ??????????,,16 ????? ? 19:00,,https://www.afisha.ru/concert/2154729,,
